post_id,author_handle,author_name,text,date_posted,language
3le2vnibgd22b,mbjdepute.bsky.social,Maxime Blanchette-Joncas,"En cette période des Fêtes, je tiens à vous adresser mes vœux les plus sincères.

Que ces instants soient remplis de joie, de santé et de précieux souvenirs partagés avec ceux qui vous sont chers.
 
Joyeuses Fêtes! 

#ÉquipeMBJ",2024-12-24,French
3lemyg2x3oc2b,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"Happy New Year! 🎉

The winters may be cold, but Edmonton’s community spirit is warmer than ever, year-round.

In 2025, I will keep delivering for you and your loved ones to build a brighter Alberta and a stronger Canada.",2024-12-31,English
3le5bnkhtmk2b,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"From my family to yours, Merry Christmas and Happy Holidays to everyone in Edmonton and across Canada!
🎄
De ma famille à la vôtre, Joyeux Noël et Joyeuses Fêtes à tous les résidents d’Edmonton et du Canada !",2024-12-25,French
3ldozbkjcgc2s,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"Congratulations Jeanne Lehman on your well-deserved appointment to the Order of Canada! 

A trailblazer, an advocate, and a dear friend, you built a strong voice to Franco-Albertans through your time at FRAP and continue to passionately empower Black women and reach their fullest potential at BCW.",2024-12-19,English
3ldoz7rdris2s,rboissonnault.bsky.social,Randy Boissonnault 🏳️‍🌈,"Félicitations à Jeanne Lehman pour ta nomination bien méritée à l’Ordre du Canada ! 

Pionnière, avocate et amie très chère, tu as permis aux Franco-Albertains de s’exprimer avec force au sein du FRAP et tu continues à donner aux femmes noires les moyens d’atteindre leur potentiel au sein du BCW.",2024-12-19,French
3lel7ex75722m,alexboulerice.bsky.social,Alexandre Boulerice,www.lapresse.ca/actualites/p... Le #NPD est en 2e place. 5 points devant les libéraux. On est les challengers des conservateurs. #progressistes #polcan #élections2025,2024-12-31,French
3le2tjsiw6k23,alexboulerice.bsky.social,Alexandre Boulerice,www.lapresse.ca/internationa... Bravo. Quel courage. J’espère qu’elle va demeurer en sécurité. #ParastooAhmadi #Iran #polcan #NPD,2024-12-24,French
3ld3ugfj7dc2l,alexboulerice.bsky.social,Alexandre Boulerice,Il ya un an!,2024-12-12,NA
3lcceh6uqhc2x,alexboulerice.bsky.social,Alexandre Boulerice,"www.lapresse.ca/actualites/e...  Alors que les #COP ne semblent pas pouvoir inverser la tendance, peut-être la #CIJ pourra mettre les bases juridiques pour aider les petits pays vulnérables. #climat #GES #environnement #polcan #NPD",2024-12-02,French
3lekyfr4nvc2e,valbradfordmp.bsky.social,Valerie Bradford,"Tonight, I joined the Jewish faith community for the lighting of the 6th candle of the Menorah in celebration of the Festival of Lights at Kitchener City Hall. 

Happy Hanukkah! May the light burn bright! 🕎",2024-12-31,English
3lecsypmz622r,valbradfordmp.bsky.social,Valerie Bradford,"Members of our community of African descent will be celebrating Kwanzaa over the next week—a time to honor and celebrate their rich African heritage & culture.

I have so enjoyed meeting members of these communities at their festivals and events, sharing in the food, dance, and music. Happy Kwanzaa!",2024-12-27,English
3le67377zys2q,valbradfordmp.bsky.social,Valerie Bradford,"Happy Hanukkah to those celebrating the Jewish Festival of Lights! The first candle of the menorah will be lit tonight, and it is rare for this date to coincide with Christmas.",2024-12-26,English
3le5ztttl2k2a,valbradfordmp.bsky.social,Valerie Bradford,"Merry Christmas to all those celebrating. I hope you are making lots of special memories with family and friends. 

For those for whom circumstances make this time of year challenging or difficult, my thoughts are with you, and I hope for better days ahead.",2024-12-25,English
3ldytoo22i22d,valbradfordmp.bsky.social,Valerie Bradford,I popped up to the newly opened Build-A-Bear Workshop in Conestoga Mall to do a little tax-free bear building this morning!   Makes quite a difference on the final bill when families are helping Santa out this year!  🤶🎅,2024-12-23,English
3lczuvzwcyk2w,alexisduceppe.bsky.social,Alexis Duceppe,"ici.radio-canada.ca/info/long-fo...

C’est aussi ça la politique! 💙",2024-12-11,French
3lcnbbplyfk2u,alexisduceppe.bsky.social,Alexis Duceppe,"Il y a 35 ans, la haine des femmes frappait à Polytechnique, arrachant la vie de 14 jeunes femmes et traumatisant à jamais les survivantes.

Pour ces victimes et toutes les autres depuis, il faut faire plus pour que les femmes puissent vivre libres et en sécurité.",2024-12-06,French
3lek5qbftkk2l,dickcannings.bsky.social,Richard Cannings,My first ever media request for a urine review…,2024-12-30,English
3le5pm2dd722q,dickcannings.bsky.social,Richard Cannings,Keeping up a 2-year tradition of buying a random bird-themed book from Canada’s best used book store (the Book Shop in Penticton) for Christmas reading. This one had nothing to do with real jacamars but was a great romp of a read!,2024-12-25,English
3le5pgyounc2q,dickcannings.bsky.social,Richard Cannings,Merry Christmas to all!,2024-12-25,English
3ldfes3zumc2x,dickcannings.bsky.social,Richard Cannings,Another beautiful day for a Christmas Bird Count—this one at Penticton with a preliminary count of 90 species.,2024-12-16,English
3ldcziyaapc2i,dickcannings.bsky.social,Richard Cannings,"The Kelowna Christmas Bird Count today featured a total of 103 species, including Horned Grebes. We also saw Canada’s national mammal (why don’t we have a national bird?) and a bird-day cake for organizer Chris Charlesworth.",2024-12-15,English
3ld7uwkuhgc2v,dickcannings.bsky.social,Richard Cannings,"Happy Santa Lucia!  Thanks to Marg’s Swedish-Italian heritage we celebrate this Italian saint’s day in true Swedish pagan fashion, celebrating the darkest days of the year with candles and good food.",2024-12-13,English
3ld7uq2lacs2a,dickcannings.bsky.social,Richard Cannings,"My parents, Jean and Steve, were married on this date in 1943.  This photo (we call it ""Okanagan Gothic"") was taken on their 50th anniversary picnic in the summer of 1993.  Still miss them, perhaps more keenly since we live in their house, the house I grew up in.  Still using that shovel, too.",2024-12-13,English
3ld7qqb3ojk2v,dickcannings.bsky.social,Richard Cannings,Standing with postal workers on the picket line in Penticton this morning.  They have good common sense ideas about how to make Canada Post work for all Canadians and were not happy to be sent back to work with nothing to show for a month of lost pay.,2024-12-13,English
3lcbe6zb2bs2q,dickcannings.bsky.social,Richard Cannings,Wonderful event in Oliver last night screening the amazing and impactful film Tea Creek.  Honoured to be part of the panel discussion taking about food sovereignty and real reconciliation.,2024-12-01,English
3le7f6jxtec2k,martchampoux.bsky.social,Martin Champoux,"Ça prend du beau dans ce  monde souvent si angoissant. 
Le beau, il vient parfois de gens incroyables comme ce couple, Isabelle et Pierre. 
Imaginez comme le monde serait meilleur si on était tous un peu comme eux. Même juste un peu 😌",2024-12-26,French
3lcg24tkkp22p,martchampoux.bsky.social,Martin Champoux,"Il aurait été pertinent d’ajouter que le @blocquebecois.bsky.social a déposé C-367 en novembre 2023, justement pour éliminer l’exception religieuse du Code criminel. 
Le gouvernement a tous les outils en mains pour le faire. Qu’attend-il pour corriger cette absurdité?",2024-12-03,French
3ld2dcjumem2e,sophiechatel.bsky.social,NA,"Excited to be here on BlueSky! 🌟 Ravie de rejoindre BlueSky!

I am looking forward to connecting with a community that values positivity, inclusivity, and meaningful conversations. 
 //
J'ai hâte de découvrir une communauté axée sur la positivité, l'inclusivité et des échanges enrichissants.",2024-12-11,French
3lekrgraai226,shaunchenmp.bsky.social,Shaun Chen,"Terrific joining one of Canada’s top Tamil newspapers, Canada Uthayan, at their 28th Uthayan Cultural Night - a celebration of community & reminder of the need for culturally relevant news #ScarbTO",2024-12-31,English
3lefuuoj3q22y,shaunchenmp.bsky.social,Shaun Chen,"Partook in parang party put on by Trinidad & Tobago 50Plus & Seniors Association, a pleasant reminder of back home, where parang is a prominent part of #Christmas, particularly in Spanish Creole culture #ScarbTO",2024-12-29,English
3ledk2wq6us2f,shaunchenmp.bsky.social,Shaun Chen,"Few have political careers this long, but diverse representation matters & it keeps him going - congratulations Deputy Mayor & Regional Councillor Godwin Chan on a remarkable 18 years at City of Richmond Hill",2024-12-28,English
3le4af3knqk2s,shaunchenmp.bsky.social,Shaun Chen,"This #Christmas, let us reflect on the beauty of our blessings, spreading joy & kindness, far & wide - wishing you warmth & wonder, a holiday filled with laughter & love",2024-12-25,English
3ldyz5yze3c2a,shaunchenmp.bsky.social,Shaun Chen,"#Christmas is a time of gratitude, generosity & giving back - here with supervisor Ronak at our local Food Basics at Markham Corners, where food items are being collected for community members in need #ScarbTO",2024-12-23,English
3ldtks6pomc2l,shaunchenmp.bsky.social,Shaun Chen,"Looks like I should save some room for #Christmas cake - being served up by none other than president Angela Chan, here at Chinese Cultural Centre of Greater Toronto’s last board meeting of the year #ScarbTO",2024-12-21,English
3ldot4fl6xc2g,shaunchenmp.bsky.social,Shaun Chen,"Food bank usage has been high all year, so I am dropping off non-perishable items for Daily Bread Food Bank through the holiday season food drive kindly organized by Chinese Cultural Centre of Greater Toronto in #ScarbTO North",2024-12-19,English
3ldmcegpoa22p,shaunchenmp.bsky.social,Shaun Chen,"Sleigh bells are ringing, Santa is on his way! Seniors are gathered for a festive lunch, so I stopped by to say - merry #Christmas & many blessings to our elders here at Filipino Centre Toronto #ScarbTO",2024-12-18,English
3ldkewqbgpk2v,shaunchenmp.bsky.social,Shaun Chen,"Another year, another wonderful Liberal Caucus Holiday Party - always nice to have my amazingly hard-working #ScarbTO North constituency office team up in Ottawa, here chatting with former staffer Willa",2024-12-18,English
3ldhxqmlwyc2x,shaunchenmp.bsky.social,Shaun Chen,"A winter wonderland in Ottawa, dazzling lights & displays of lively decor line downtown’s Sparks Street - warm your spirits in our nation’s capital, enjoy your #WinterWander until Jan 6 #MySparksStreet",2024-12-17,English
3ldfagx6nuc2j,shaunchenmp.bsky.social,Shaun Chen,"Thanks to our new holiday tax break, there is no GST/HST on dine-in & takeout at such restaurants as Charley's Caribbean Cuisine, where I joined Minister Gary Anandasangaree to announce the good news #ScarbTO",2024-12-16,English
3ldcugibspc2d,shaunchenmp.bsky.social,Shaun Chen,"#ScarbTO North, time to stock up & support local businesses at the same time, as our federal government’s GST/HST tax break starts today until Feb 15 on certain foods, beverages, children’s items, books & more!",2024-12-15,English
3ldad5jcedk2o,shaunchenmp.bsky.social,Shaun Chen,"The Toronto Police Auxiliary 42 Division toy drive is low on donations this year, so please join me in contributing new & unwrapped items to support local children in need - drop off at 242 Milner Ave by Dec 20 #ScarbTO",2024-12-14,English
3ld5jji24a22w,shaunchenmp.bsky.social,Shaun Chen,"It is #Christmas on Parliament Hill & the decorations are super festive this year - lights accenting the grand halls, trees adorned with golden ornaments, truly a special time of the year",2024-12-13,English
3ld2oz4vxss2m,shaunchenmp.bsky.social,Shaun Chen,Just held a special meeting of the #CanadaVietnam Parliamentary Friendship Group where Senator Yuen Pau Woo was elected the new senate co-chair - looking forward to working together,2024-12-11,English
3lcyp7jlkhs27,shaunchenmp.bsky.social,Shaun Chen,"Speaking at tonight’s National Council of Canadian Tamils meet & greet on Parliament Hill about seeking truth, accountability & justice for Eelam Tamils - standing together for real peace & reconciliation",2024-12-11,English
3lcw3z47p2c2f,shaunchenmp.bsky.social,Shaun Chen,"Over the weekend, I visited local business owners & operators affected by recent jewelry store robberies - violence is unacceptable & unwelcome in our community…to the perpetrators, you will be caught!",2024-12-10,English
3lcttytobek2t,shaunchenmp.bsky.social,Shaun Chen,"The most wonderful time of the year - here at annual wreath-making gathering organized by Friends of the Rouge Watershed, where community members are gathered to green the season with creativity & cheer #ScarbTO",2024-12-09,English
3lcqwsxxk622n,shaunchenmp.bsky.social,Shaun Chen,"Certainly a #ScarbTO community celebration, courtesy of Scarborough Business Association - bringing together small business owners to share in the joy of #Christmas, #Hannukah, #Diwali & #WinterSolstice",2024-12-08,English
3lcoof6nde22f,shaunchenmp.bsky.social,Shaun Chen,"Great to enjoy delicious baklava from Crown Pastries with #ScarbTO North student Ahmed, our intern last summer, who is taking a short break from studying for upcoming exams - good luck, Ahmed, you got this!",2024-12-07,English
3lcmfc4ukfs2j,shaunchenmp.bsky.social,Shaun Chen,"A time of warmth & wonder, a season of laughter & love - cheerful moments to celebrate #Christmas & the holidays with Trinidad & Tobago 50Plus & Seniors Association in #ScarbTO North",2024-12-06,English
3lcjlnsqfdk2i,shaunchenmp.bsky.social,Shaun Chen,"It’s time! #Christmas is exactly 3 weeks away, so as always, I am excited to record my special holiday message with Rogers & @cpac.ca, a reminder of the beauty of our blessings, spreading kindness & joy",2024-12-05,English
3lcgppsckvk2x,shaunchenmp.bsky.social,Shaun Chen,"As we mark #InternationalDayOfPersonsWithDisabilities, kudos to Sawubona Africentric Circle of Support on its recent launch of Black Caregiver Essentials for those caring for a child with special needs #IDPW2024 #ScarbTO",2024-12-03,English
3lcerfpn2xs22,shaunchenmp.bsky.social,Shaun Chen,"Informative conversation with Canadian Labour Congress on issues important to Canadian workers, including affordability, healthcare & jobs - appreciating the strong advocacy by #WorkersTogether #CanLab",2024-12-03,English
3lcc2mckf6k2s,shaunchenmp.bsky.social,Shaun Chen,"Breaking out the confetti at Canada Youth Funding Association’s annual charity banquet, raising funds once again for UNICEF Canada while recognizing youth business proposal competition winners #ScarbTO",2024-12-02,English
3lc7lnyht5c2j,shaunchenmp.bsky.social,Shaun Chen,"Truly authentic artistry at tonight’s 10th annual Marutham festival organized by Canadian Tamil Arts Academy & Delta Academy - honouring culture, roots & lived realities of the Eelam Tamil community #ScarbTO",2024-12-01,English
3leiuciui4c24,laurelcollins.bsky.social,Laurel Collins,"So grateful to spend my days with this amazing human. Watching James encourage our daughters’ curiosity & create a home filled with laughter & love is one of my greatest joys.

I couldn’t imagine a better partner to share this wild adventure with.

Happy Birthday James! @jamesmcnish.bsky.social",2024-12-30,English
3le66oyehss2z,laurelcollins.bsky.social,Laurel Collins,Hanukkah Sameach! Thinking of everyone lighting their first candles with loved ones. May the light shine brightly in your homes tonight.,2024-12-26,English
3le5bztbbcc2o,laurelcollins.bsky.social,Laurel Collins,"From our family to yours, sending you warm wishes this holiday season!",2024-12-25,English
3lcqhax37322k,laurelcollins.bsky.social,Laurel Collins,"Solidarity with CUPW.

New Democrats continue to stand shoulder to shoulder with you, as you remain on the picket lines to defend your rights and the dignity of all working people.

Together, we will ensure that workers get the fair outcome they deserve.",2024-12-07,English
3lcofrs3pls2h,laurelcollins.bsky.social,Laurel Collins,"35 years ago, 14 women were murdered because of their gender at the École Polytechnique de Montreal. 

We will not forget them.

And we will never stop prioritizing women’s safety and pushing to guarantee that women can live their lives free from hatred, misogyny and violence.",2024-12-07,English
3lcnnt2b2ac2n,laurelcollins.bsky.social,Laurel Collins,"Yesterday, we forced a vote on strengthening and protecting access to reproductive health – because abortion care is health care. 

Every single Conservative then voted against abortion rights. This is appalling. 

Our NDP team will always protect your right to choose.",2024-12-06,English
3le54i5ywbc2n,coteau.bsky.social,Michael Coteau,"From our family to yours, wishing you a joyful and peaceful Christmas filled with love, laughter, and cherished moments. May this season bring warmth to your heart and hope for the year ahead. 🎄 #MerryChristmas #HolidaySeason",2024-12-25,English
3ld4totwh3s24,coteau.bsky.social,Michael Coteau,"“Pierre Poilievre’s so-called ‘common sense’ plan borrows straight from Mike Harris, who slashed health care, education, and essential services. Canadians, don’t fall for his tricks—cuts hurt our communities most. #PierrePoilievre #CutsHaveConsequences #Cdnpoli”",2024-12-12,English
3ld2ii5d6x22q,coteau.bsky.social,Michael Coteau,"Polarization and misinformation are tearing at the fabric of Canada’s democracy. The Conservatives are stoking division and spreading falsehoods, prioritizing politics over people. Canadians deserve leaders who unite, not divide. #CdnPoli #Democracy",2024-12-11,English
3lcyskaglas2k,coteau.bsky.social,Michael Coteau,"Mike Harris’s cuts to social services, housing, and healthcare pushed Ontario’s most vulnerable deeper into crisis. Pierre Poilievre is singing the same tune: tax cuts for the rich, austerity for the rest. We can’t afford another era of cruel, short-sighted policies. #cdnpoli",2024-12-11,English
3lcysjumtec2k,coteau.bsky.social,Michael Coteau,"Pierre Poilievre’s playbook feels eerily familiar: tax cuts for the wealthy, slashing public services, and a ‘common sense’ branding. Looks like he’s channeling Mike Harris’s divisive and damaging legacy. We’ve seen this movie before, and we know how it ends. #cdnpoli",2024-12-11,English
3lcvd5dfpbk2b,coteau.bsky.social,Michael Coteau,"While knocking on doors this weekend, I heard one clear message: people value programs and services that invest in them and their loved ones. They do NOT support Conservative cuts that undermine progress. Together, let’s keep building a stronger, more caring nation. 💪 #cdnpoli",2024-12-09,English
3lcv5rhsjgk2a,coteau.bsky.social,Michael Coteau,"75% of Canadians support the CBC, and most consider it one of the most trusted media outlets. Yet, Conservatives are proposing to dismantle a national broadcaster they originally created in 1936.",2024-12-09,English
3lcqgphwjnc2u,coteau.bsky.social,Michael Coteau,"Despite the snow, cold, and slippery conditions, the warmth and enthusiasm of the people in Scarborough-Woburn made knocking on doors today a fantastic experience. Thank you to the amazing volunteers who braved the weather to connect with residents and talk about Canada’s future. @liberal_party",2024-12-07,English
3lcibs5oajs2j,coteau.bsky.social,Michael Coteau,"Less than 1% of irregular migrants entering the U.S. come from Canada, and only 0.02% of fentanyl entering the U.S. originates here. Spreading false narratives isn’t leadership—it’s fearmongering. Let’s focus on facts, not fiction. #cdnpoli

nationalpost.com/news/politic...",2024-12-04,English
3lci6lqrhmc2j,coteau.bsky.social,Michael Coteau,"There's a phrase in provincial auditor general Shelley Spence's report that could, by now, serve as a slogan for Doug Ford's government: ""Without proper planning."" 

www.thestar.com/opinion/star...",2024-12-04,English
3lcgei5wfts2x,coteau.bsky.social,Michael Coteau,"Costs to taxpayers have soared because Premier Doug Ford's controversial Ontario Place redevelopment scheme was ""not fair, transparent or accountable""

www.thestar.com/politics/pro...",2024-12-03,English
3lcdqtzbgcc25,coteau.bsky.social,Michael Coteau,"Doug Ford and the Conservatives have failed Ontario's healthcare system. After six years in power, they've broken records for ER closures. Ontarians deserve leadership that prioritizes healthcare! #onpoli",2024-12-02,English
3leicyuyw4k2v,juliedabrusin.bsky.social,Julie Dabrusin,"On the fifth night of Chanukah I joined Chabad Danforth Beaches for their celebrations and to light the menorah at Kew Gardens. Together, through showing support to one another in the community, we share the light of hope and strength.",2024-12-30,English
3le5rbhcqbc2n,juliedabrusin.bsky.social,Julie Dabrusin,Holiday fun includes a beautiful winter run!,2024-12-25,English
3le5lb3l5ns2n,juliedabrusin.bsky.social,Julie Dabrusin,Happy Chanukah! Wishing everyone 8 nights of light and joy.,2024-12-25,English
3le5h6v5tis2s,juliedabrusin.bsky.social,Julie Dabrusin,Merry Christmas! Wishing everyone a day of joy and wonder.,2024-12-25,English
3ldxxegolpc2g,juliedabrusin.bsky.social,Julie Dabrusin,"Best cannoli in town and a lovely place to drop by to chat with Lucia and neighbours. Nice to see Lucia and North Pole Bakery featured in the Toronto Star. 
www.thestar.com/news/gta/thi...",2024-12-23,English
3lduhtvi2v222,juliedabrusin.bsky.social,Julie Dabrusin,Winter solstice with Greektown BIA!,2024-12-22,English
3ldm4sukxoc2s,juliedabrusin.bsky.social,Julie Dabrusin,"It was great to join East End United to do a reading of A Christmas Carol this past weekend. Contributions from this event are shared between two groups that do amazing work in my community, Nourish East End and the Out of the Cold program.",2024-12-18,English
3ldh2gwz7b22p,juliedabrusin.bsky.social,Julie Dabrusin,"Chrystia Freeland has been a transformational leader for our country. She brought us National Childcare, led us to lower inflation ahead of our G7 peers, stood up for Ukraine, and was a champion for Toronto. Having her leave cabinet is a big loss.",2024-12-16,English
3ldbrrvdh2c2z,juliedabrusin.bsky.social,Julie Dabrusin,Fun to join Santa at the St. Luke’s Pancake breakfast! Pancake 🥞 🎅 🎄,2024-12-14,English
3ld73cdxkd22l,juliedabrusin.bsky.social,Julie Dabrusin,Our government’s holiday tax break starts tomorrow! 👇🏼,2024-12-13,English
3ld6y6db5ps2l,juliedabrusin.bsky.social,Julie Dabrusin,Great way to start the day supporting food programs at Fontbonne with the Riverside Antler Breakfast,2024-12-13,English
3ld2dk6tlzk2p,juliedabrusin.bsky.social,Julie Dabrusin,"More savings for Canadians!  The Bank of Canada has cut its interest rate to 3.25%. Canada was the first G7 country to cut interest rates and is now the first G7 country to do so for a fifth time.  Today’s interest rate cut is good news for homeowners, and for businesses.",2024-12-11,English
3lctbe6c5as2o,juliedabrusin.bsky.social,Julie Dabrusin,Another fun afternoon at Riverdale Share. Celebrating our local artists while sharing with neighbours in need. Thank you to all of the artists and volunteers. Proud to have our local federal and provincial Liberals sponsor once again.,2024-12-08,English
3lcquayleek2b,juliedabrusin.bsky.social,Julie Dabrusin,Knocking on doors on a snowy day with this great group of volunteers!,2024-12-07,English
3lcqu4l5o422b,juliedabrusin.bsky.social,Julie Dabrusin,"Christmas markets, crafts and stuffing a bus. Lots of activities around the community today!",2024-12-07,English
3lcq273fclc2l,juliedabrusin.bsky.social,Julie Dabrusin,Celebrating people who make our ravines and watersheds a better place in Toronto,2024-12-07,English
3lcns5nq44c22,juliedabrusin.bsky.social,Julie Dabrusin,We are adding an additional 324 makes and models of assault-style firearms to be banned in Canada. The government is also adding investments to strengthen border security to stop firearm smuggling and trafficking.,2024-12-06,English
3lcnrvohsek22,juliedabrusin.bsky.social,Julie Dabrusin,"35 years ago, 14 young women were murdered at the École Polytechnique de Montréal. Today, on National Day of Remembrance and Action on Violence Against Women, we remember the women who lost their lives were taken just because they were women.",2024-12-06,English
3lcgaqus3qs22,juliedabrusin.bsky.social,Julie Dabrusin,"Hello Bluesky! Let me introduce myself. As my bio says, I am a community builder who cycles, runs, and loves urban green spaces. I am the Member of Parliament for Toronto Danforth. But also…",2024-12-03,English
3lcv4ncpwts2x,leiladance.bsky.social,Leila Dance,"Thank you to everyone who came out to my nomination meeting! Your energy, encouragement, and support fuel our journey ahead.

As we prepare for the upcoming election, I’m counting on your continued support to bring positive change to our community. Together, we can achieve so much more!",2024-12-09,English
3ledljs64qs26,donvdavies.bsky.social,Don Davies,"It was Conservatives who foolishly integrated Canada more deeply into the US economy in late 1980s. Now is a good time to better diversify our trade (eg. Europe, Asia) and make our domestic economy more self-sufficient (recall COVID? No domestic vaccine, mask/ventilator shortages, etc.). 🇨🇦",2024-12-28,English
3ldoak3bgss24,donvdavies.bsky.social,Don Davies,"US billionaires are publicly praising Poilievre. 
Leaving aside the foreign interference, this speaks volumes about whose interests the Conservatives will serve.",2024-12-19,English
3ldac44t5722y,donvdavies.bsky.social,Don Davies,"To Liberals/Conservatives, the right to strike only applies if the withdrawal of labour has little impact or inconvenience. Those without power are free to rot on the picket line.
To the NDP, the right to strike is a Charter right of fundamental importance in a free, democratic society.",2024-12-14,English
3ld76sxqyhc2y,donvdavies.bsky.social,Don Davies,"3 million Canadians have now signed up for the NDP Canadian Dental Care Plan.
This means millions of people can now access this essential primary care. 
It will reduce pain and suffering and improve overall health.
It will keep thousands out of hospital ERs. 
😃",2024-12-13,English
3lcxkepnyhs2w,donvdavies.bsky.social,Don Davies,"Pierre Poilievre and his Con gang will pursue healthcare privatization.
They will cut dental care and Pharmacare, and privatize our health delivery wherever they can.
Listen to this👇 to understand the pain that will cause.

x.com/dondavies/st...",2024-12-10,English
3lcvof3ns5k2z,donvdavies.bsky.social,Don Davies,"Pretty shocking that Liberals, Cons & Bloc voted NO to the NDP plan for a permanent GST cut on essentials like internet, cell, home heating and diapers and to make the Libs’ $250 go to all low income Canadians. x.com/dondavies/st...",2024-12-09,English
3lcrdo7r5vs2z,donvdavies.bsky.social,Don Davies,"Pretty darn funny (and eerily accurate, too!) 👇
x.com/harry__faulk...",2024-12-08,English
3lcqqgmuixk2k,donvdavies.bsky.social,Don Davies,"Conservatives love to tell Canadians how good they are at managing spending. 
The facts, as Doug Ford and Danielle Smith prove almost daily, tell a much different story. Truth: Conservatives rack up deficits and debt 👇

www.nationalobserver.com/2024/12/06/o...",2024-12-07,English
3lcq7ykuzws2y,donvdavies.bsky.social,Don Davies,"A Permanent GST Tax cut on Essentials means: 
 
- NO GST on Home Heating 
- NO GST on Internet Bills 
- NO GST on Cellphone Bills 
- NO GST on Diapers 

And, a lot more money in your pocket.  
 
We’re forcing a vote on it this Monday in Parliament.",2024-12-07,English
3lcoe6puzvs2y,donvdavies.bsky.social,Don Davies,"Geneviève Bergeron
Hélène Colgan
Nathalie Croteau
Barbara Daigneault
Anne-Marie Edward
Maud Haviernick
Barbara Klucznik-Widajewicz
Maryse Laganière
Maryse Leclair
Anne-Marie Lemay
Sonia Pelletier
Michèle Richard
Annie St-Arneault
Annie Turcotte",2024-12-06,NA
3lef7iwmjxk2h,carolinebq.bsky.social,Caroline Desbiens,Revenir chez nous! L’Isle-aux-coudres! T’es magique!!,2024-12-28,French
3lehciw2gns2l,blakedesjarlais.bsky.social,Blake Desjarlais,"Today is my 31st birthday! 🥳

What do I want? The opportunity to continue representing the great folks of Edmonton Griesbach in Parliament after the next election. 

Can you help me make my birthday wish come true by donating $31, $62 or $123 at the link below? 

actionnetwork.org/fundraising/...",2024-12-29,English
3ldjpsbhxes22,blakedesjarlais.bsky.social,Blake Desjarlais,"Rent is through the roof and renters live in fear of being kicked out by corporate landlords claiming renovations are needed when they just want to jack up the rent between tenants. 

The system is rigged and New Democrats are ready to rewrite the rules to make life easier for renters.",2024-12-17,English
3ldje3wp2t22r,blakedesjarlais.bsky.social,Blake Desjarlais,"The United States of today looks more like an Oligarchy than a Democracy.

Never before in US history have billionaires & CEOs held so much wealth & power.

Worse yet, they have a President Elect calling us the 51st state. That isn’t diplomacy that’s bullying.

Canada must be a beckon of democracy.",2024-12-17,English
3ldhcod5ra22k,blakedesjarlais.bsky.social,Blake Desjarlais,"Liberals are imploding on the eve of a trade war with American Billionaires. 

Conservatives are salivating at the chance to take power for those same Billionaires. 

Fellow Canadians, we must have the courage to unite and stand up for Canada.

For our jobs, for better wages, and for our democracy.",2024-12-16,English
3ldgsb6yxz22t,blakedesjarlais.bsky.social,Blake Desjarlais,"Jobs, wages, and our democracy are all at risk. 

It’s clear that the Liberals are too weak & too divided to stand up to American billionaires & Conservatives are already in Trumps pocket. 

Big CEOs & Con/Lib insiders have had their govts.

It’s about time the people got theirs.",2024-12-16,English
3ld4tkwuwbc23,blakedesjarlais.bsky.social,Blake Desjarlais,New Democrats are fighting to make sure postal workers get an important Christmas gift - a fair deal. Solidarity. ✊🏽,2024-12-12,English
3ld2pxouwc22g,blakedesjarlais.bsky.social,Blake Desjarlais,"Winter is here and people are already dying on Edmonton's streets. 

The Liberals must find a way to combat Danielle Smith's cruel cuts before more lives are lost.",2024-12-11,English
3ld22rp3zq224,blakedesjarlais.bsky.social,Blake Desjarlais,"Today, I am proud to continue Sen. Pate’s work by sponsoring S-230 (Tona’s Law) in the House.

Tona is an Indigenous woman and survivor of over 10 years in solitary confinement, leading to institution-induced schizophrenia. She hopes this bill is passed so no one has to go through the same trauma.",2024-12-11,English
3lcxpwmrcqs24,blakedesjarlais.bsky.social,Blake Desjarlais,"Let's talk about pensions. 

Pierre Poilievre will make $230,000 in taxpayer money every year when he turns 65, despite a track record of voting for cuts to your pension.  

He's a bootlicker for billionaires.",2024-12-10,English
3lcizhi47z22u,blakedesjarlais.bsky.social,Blake Desjarlais,Indigenous people should not have to keep going to court to prove their inherent rights.,2024-12-04,English
3lemigjzkdc2n,jyduclos.bsky.social,Jean-Yves Duclos,"Bonne année à tous ! Que 2025 vous apporte joie, santé et succès.
//
Wishing everyone a Happy New Year! May 2025 bring you joy, health, and success.",2024-12-31,English
3lehs2uheqc2n,jyduclos.bsky.social,Jean-Yves Duclos,"Every child deserves to succeed—our National School Food Program, backed by new agreements with provinces, will provide the food and opportunities they need to do just that.",2024-12-29,English
3lehs2efifk2n,jyduclos.bsky.social,Jean-Yves Duclos,"Chaque enfant mérite de réussir. Notre Programme national d’alimentation scolaire, soutenu par de nouveaux accords avec les provinces, leur fournira la nourriture et les opportunités dont ils ont besoin pour y arriver.",2024-12-29,French
3leeuy7hvw22n,jyduclos.bsky.social,Jean-Yves Duclos,"The ICE Pact with the U.S and Finland will strengthen Canada’s shipbuilding industry, create good middle-class jobs, and protect sovereignty in the Arctic.",2024-12-28,English
