uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,indexed_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels,is_reskeet
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ldwqfthaks2n,bafyreicgr4yyswc6muuzd3qj2f3gpnzh5pxlqfeeqtbooihfvm5lhudccu,anitavandenbeld.bsky.social,Anita Vandenbeld,Ma famille a profité d'un fantastique concert de Noël à la Paroisse Saint Remi à #OttWN. Le chœur phénoménal a été rejoint par une chorale des Paroisseaux Simone St.-Cyr. L'église fête cette année ses 60 ans. Felicitations et Joyeux noël!,,,,1,1,2,2024-12-23T01:05:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ldvopy4mk226,bafyreihrbtmpyfiuyf3xsncne5k6bjhaagqye5nog2mjlxcldxla6kiq4y,anitavandenbeld.bsky.social,Anita Vandenbeld,"What a wonderful holiday dinner at Foster Farm community. Thanks to the volunteers, including Ottawa Police Service and Ottawa Community Housing staff who served the Turkey dinner. It was wonderful to connect with so many constituents at such a happy event. #OttWN",,,,0,0,4,2024-12-22T15:02:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ldu4lyyovs2z,bafyreibiwvgrsdxkg7g4xqocndwwm3fm4u6lonxp5zhtbtuzmwtszo4ebu,anitavandenbeld.bsky.social,Anita Vandenbeld,"It was great to attend the Morrison Garden winter holiday party. The kids were thrilled with their new toys, lots of great food and community spirit. Thanks to all the volunteers who helped make this a fantastic event. Happy holidays! #OttWN",,,,0,0,3,2024-12-22T00:05:46Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ldrt2wequk24,bafyreiaiftgbqu6uyhxqjgnscmrxa3bdmokpnwhzvo6axdidees5rlu53q,anitavandenbeld.bsky.social,Anita Vandenbeld,"Tonight, as the longest night unfolds, I join my constituents in honouring the beauty of Yalda — a time to cherish the warmth of family, the sweetness of pomegranates, and the hope that each passing night brings us closer to the light. 🌙✨ #YaldaNight",,,,0,0,6,2024-12-21T02:09:48Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ldpfxjsaqc2g,bafyreiaciqhwusodff222nsxjowpo3bq24d3dh3lllwfll4jijnxskfvuu,anitavandenbeld.bsky.social,Anita Vandenbeld,"This morning I joined volunteers at the Caldwell Family Centre food bank to pack Christmas hampers for families. I joined the staff afterward to discuss ideas about how to alleviate food insecurity, including our National School Food program and providing staff through the Youth Employment Strategy.",,,,0,0,3,2024-12-20T03:09:57Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ldacw6k4qc2b,bafyreibnsnabhywsple3kdifcsrjdp4zlmqt3t5t5x4z7vw7xgl4dyhfru,anitavandenbeld.bsky.social,Anita Vandenbeld,"Tens of thousands of Georgians are peacefully protesting for democracy, human rights and a European future, despite intimidation, arrests and abuse by the authorities. I call for activists in detention to be released and I stand in solidarity with the Georgian people. #HoldTheLine #StandWithGeorgia",,,,0,0,7,2024-12-14T03:05:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3ld7boqhf4k2i,bafyreiczp52ahthrsvnzrodspmd2lrgxyjy6lhs6axtn5zmdatmtqdblnq,anitavandenbeld.bsky.social,Anita Vandenbeld,How it started… how it’s going. Ten years ago today I married my true love and best friend. I love you more every day Don. Happy 10th wedding anniversary!,,,,0,1,8,2024-12-13T17:10:52Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lcy3mr7wnk2j,bafyreif2lzzi5yfwsld2fzikraihnkv2sv7wss2tzgnnagdsuwv4zirh2m,anitavandenbeld.bsky.social,Anita Vandenbeld,"It was a pleasure to join strong women leaders in business, diplomacy, politics, science and culture for a special evening in Parliament with Elevate International. This inspiring group of women, led by Mesi Haileyesus, builds networks to lift each other up and celebrate one another’s achievements.",,,,0,0,4,2024-12-10T20:33:44Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lct5q3aehc2b,bafyreihj5gsgzcftchc2nvqnnmwwjkqr3v6lukxkxruhlsxwb7pymfi33m,anitavandenbeld.bsky.social,Anita Vandenbeld,"Listen to my statement in the House of Commons about the #WLIDNetwork of Women Legislators in Defence, Security and Peace Portfolios. We held a meeting in Parliament with Ukrainian MPs last week. This peer network helps global women MPs build relationships and share ideas. See www.WLIDNetwork.org",,,,0,2,5,2024-12-08T21:28:00Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lcnpic7sok2c,bafyreideourqw3wft4s2yylbpcft43niaedc6iq6bwwkwi35dst3tlrflq,anitavandenbeld.bsky.social,Anita Vandenbeld,"December 6th marks the National Day of Remembrance and Action on Violence Against Women. Today, we honor the memory of the 14 women who were murdered at École Polytechnique de Montréal just because they were women.
We must stand united to end violence against women.",,,,1,2,7,2024-12-06T17:29:51Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lclax7x4522u,bafyreihcq454swp47lmgjr3oayo3mqotutbjtgbj7yihf62vihp3qrxgiy,anitavandenbeld.bsky.social,Anita Vandenbeld,"When people tell you who they are, believe them. Defending a woman’s right to choose is not procedural nonsense, unless you’re a Conservative.",,,,1,5,11,2024-12-05T18:04:24Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lcjnxrtz622k,bafyreicrlzkcfvpd3jwf3npszjxztaybvgnkuwy4cfrx6ecxyhowly56yy,anitavandenbeld.bsky.social,Anita Vandenbeld,A big thank you to everyone who attended my fundraiser at the Britannia Yacht Club. A special thanks to my colleague Tim Louis who played piano for us to sing along to and participated in a fireside chat. Thanks to all the OWNFLA volunteers who sold tickets and helped to organize this fun event!,,,,0,0,2,2024-12-05T02:52:10Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lcc3dohz5s27,bafyreihdfhtav4jfw7rth5sijuif4l6nwuixlqz3wikms7e2mqmtekhr64,anitavandenbeld.bsky.social,Anita Vandenbeld,"I hosted the Women Legislators in Defence, Security and Peace Portfolios (WLID) w/ MPs from 4 countries & a presentation by courageous Ukrainian MPs about being legislators in a time of war. This network has grown from an informal group that I founded to a true global peer network: WLIDNetwork.org.",,,,1,0,3,2024-12-02T02:30:07Z,NA,NA,NA,,,,,,FALSE
at://did:plc:sctj6uv6j33xhzwv3knlydty/app.bsky.feed.post/3lcbyakbzt226,bafyreif2fiss4mxgrkb6hsqjxnavjecwb55gtct5sbb6gaorxqdapqzfou,anitavandenbeld.bsky.social,Anita Vandenbeld,Today is #WorldAIDSDay to remember all of those we have lost to HIV and AIDS. I stand in solidarity with those living with HIV and AIDS and support the efforts to end the stigma. Canada was one of the first countries to recognize that “U = U” (undetectable = untransmissible). Let’s end the stigma.,,,,0,1,7,2024-12-02T01:34:35Z,NA,NA,NA,,,,,,FALSE
at://did:plc:5g567c3j6yuocfviq5cit5ky/app.bsky.feed.post/3ldj5l5gjn22c,bafyreigjtfn7wndh4pm6zxxc6jdmp73ysvo32y2ve6pjhxbfmy7xt6zbru,renevillemure.bsky.social,René Villemure,"J'ai commenté la situation suite à la démission de la vice-première ministre et ministre des Finances, Chrystia Freeland, à l’émission Toujours le matin sur les ondes de Radio-Canada.
Pour écouter l'entrevue, cliquez sur le lien suivant : tr.ee/q8odo8YpcT 

#polcan #canpoli #BQ",,,,1,1,2,2024-12-17T15:23:50Z,NA,NA,NA,,,,,,FALSE
at://did:plc:5g567c3j6yuocfviq5cit5ky/app.bsky.feed.post/3ld7j2slfwc2o,bafyreicn6uuqlpw5eckazz6kx5zfhcyuxhoapsjuvgiqbm2b4zaydcx36m,renevillemure.bsky.social,René Villemure,"Rencontre fort productive sur l’ingérence étrangère et le sort des diasporas, réunissant des acteurs clés impliqués dans ces enjeux, pour discuter de solutions visant à protéger les droits des Québécoises et Québécois, ainsi que la population trifluvienne.
#CanPoli #polcan #BQ #ingérenceétrangère",,,,1,0,2,2024-12-13T19:22:53Z,NA,NA,NA,,,,,,FALSE
at://did:plc:5g567c3j6yuocfviq5cit5ky/app.bsky.feed.post/3lctoevvamk2n,bafyreicq7mewp22wzdsbsaknflp3xjtecrggya2k4ngfbhlqbwmghsjkj4,renevillemure.bsky.social,René Villemure,"Pour prendre une décision, il faut toujours être un nombre impair,, et trois, c’est déjà trop",,,,0,0,4,2024-12-09T02:25:58Z,NA,NA,NA,,,,,,FALSE
at://did:plc:5g567c3j6yuocfviq5cit5ky/app.bsky.feed.post/3lcsgjrod222x,bafyreiarjodzpqrauiaficthedsa6jkb53trveiqrhlaeeci24cvbqisea,renevillemure.bsky.social,René Villemure,"Quatre ans plus tard et toujours d'actualité. À l'ère de la polarisation et de la confrontation perpétuelle, comment être justes, Quoi faire pour Bien Faire? #ethique",,,,0,1,3,2024-12-08T14:32:54Z,NA,NA,NA,,,,,,FALSE
at://did:plc:lrrkrufqvjoltkbsjrrsolou/app.bsky.feed.post/3le6gtdjvy22b,bafyreiazps7gkvqqdconccrajcthx3xonp7t3xyij6cauw3rqlecrak6qi,patrickbweiler.bsky.social,Patrick Weiler,"Happy Hanukkah! Wishing Jewish communities in #WestVancouver #SunshineCoast #SeatoSky and across Canada a wonderful eight days of celebration. May this time be filled with love, hope, and community. Chag Hanukkah Sameach!",,,,0,0,2,2024-12-26T02:35:23Z,NA,NA,NA,,,,,,FALSE
at://did:plc:lrrkrufqvjoltkbsjrrsolou/app.bsky.feed.post/3le3aeuuljc2c,bafyreia3bpws3uiya2ufvbif6s2praga6kjstdtmxzhqkwkoqswwimhu5i,patrickbweiler.bsky.social,Patrick Weiler,"Merry Christmas! Wishing you a holiday season full of joy and cheer.  May you find moments of peace and reflection with loved ones as we look forward to the New Year. 

#WestVancouver #SunshineCoast #SeatoSky",,,,0,0,2,2024-12-24T20:01:58Z,NA,NA,NA,,,,,,FALSE
at://did:plc:lrrkrufqvjoltkbsjrrsolou/app.bsky.feed.post/3ld5r3327422l,bafyreib3whvee45pfobgzjn2vechr3m5vt4zwxp7zvvpf7zvndwk73mvma,patrickbweiler.bsky.social,Patrick Weiler,"The deadline for the King Charles III Coronation Medal nominations is fast approaching🏅. Check out the link below for the application form and email it to patrick.weiler@parl.gc.ca by December 15  ⬇

patrickweiler.libparl.ca/wp-content/u...

#WestVancouver #SeatoSky #SunshineCoast",,,,0,1,1,2024-12-13T02:40:47Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3le6lrxet4c27,bafyreigjf6vrhjahoevkfypjpehdoo2h2qwuhjkt6wjhy6qbbuzvwrekzu,jeanyip3.bsky.social,Jean Yip,"🕎 Happy Hanukkah!

For the next 8 nights, enjoy time with family and friends. Wishing everyone a joyful Hanukkah filled with hope and light!

Chag Hanukkah Sameach! 🕯️💙 #FestivalOfLights #Hanukkah",,,,0,0,2,2024-12-26T04:04:06Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3le5curjrb227,bafyreibxltw3dnybnsxwptxgk4cz6cjtvuecg7xzllo34z54yqnzsmefzm,jeanyip3.bsky.social,Jean Yip,"Wishing you and your loved ones a joyful holiday season filled with peace, love, and happiness. 

🎄✨ Merry Christmas! ✨ Happy Hanukkah and Happy Holidays! 🌟 #HolidaySeason #JoyAndLove",,,,1,0,3,2024-12-25T15:51:56Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3le3zdik5bs22,bafyreihhwd5nwjkghddsqsyhr3bpujhup6byprz6qbgfmlrkngjaxjf5hu,jeanyip3.bsky.social,Jean Yip,"🎅✨ Santa is officially cleared for takeoff announces Minister of Transport Anita Anand.

Keep an eye on the skies tonight, magic is in the air, this #ChristmasEve🎄

Check out my Instagram for a great video of Minister Anand and Santa!",,,,0,0,1,2024-12-25T03:28:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3le3l5ifxmk22,bafyreifx73w4o4tpngyza4ofgqw7otlictui4xs3gv4aq3tpsoopmetpna,jeanyip3.bsky.social,Jean Yip,"📢 The December E-Update is now available!

Stay informed with the latest federal news and updates from #ScarboroughAgincourt by visiting the link below:

🔗 www.bit.ly/December2024EUpdate

To subscribe and receive future updates directly to your inbox, email us at jean.yip.c1@parl.gc.ca.",,,,0,0,0,2024-12-24T23:14:40Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldzekg5h722b,bafyreifl5nfeio5fmimv5nduz23x5x3uowjztgxyzc4cjyn63v45qjtwja,jeanyip3.bsky.social,Jean Yip,"Check out our first Liberal TV ad for the 2024 holiday season.

#Liberal #Affordability",,,,2,11,18,2024-12-24T02:11:17Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldyshiwqqk2b,bafyreiakm2bz4yglxweg2tgemcxbpqmxfe247dj72eklcws2hppuvo3zjq,jeanyip3.bsky.social,Jean Yip,"🌟 What Christmas colour and joy for the Golden Maple Leaf Seniors Association's Christmas and New Years Party “Building a Strong Community”.

One of the songs sung I remember from childhood. Also, one performer was 88 years old. Bravo to all the performers!

#ScarboroughAgincourt ❤️",,,,0,0,1,2024-12-23T20:47:34Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldwpyg5qxc2b,bafyreihzpjpnkls4wftlboprfglfgomsvxcmjb75gynmghloxllzgmgqra,jeanyip3.bsky.social,Jean Yip,"We had a good birthday celebration for my second son at Liuyishou Hot Pot where they served a meat cake.  Excellent service 😀 Good value and popular.

📍4188 Finch Ave E., Unit 14&15 (NW of Finch and Midland). Add Cakeview 
⏰ Open 11:30am-2am Tue, Wed, Fri-Sun and 11:30am-1am Mon and Thu.",,,,0,0,0,2024-12-23T00:58:10Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lduzwzkdpc2s,bafyreie3bmhdygaea25lf4oiortqwm77qrlqdn5awlqc53ov4vivgkpoiy,jeanyip3.bsky.social,Jean Yip,"🎄🙏 Visited Milliken Christian Community Church to talk about the Canadian Dental Care Program, Canada Summer Jobs, and my motion on notice M-171: designating December as Canadian Christian Month. ⛪️. Wonderful to meet the Ministers.  
✨ # ScarboroughAgincourt",,,,0,0,2,2024-12-22T08:50:57Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldrvhk6vys23,bafyreiap7bxqypt7j6szep4i3a3fvt4gug67yfo7wzgjgnibxao7wz7nea,jeanyip3.bsky.social,Jean Yip,🎄✨ Sending Christmas Greetings to Ms. Ma of the Chinese FuJian Business Senior Association and Canada Han Culture Association in #ScarboroughAgincourt! 🎅🎁❤️,,,,0,0,0,2024-12-21T02:52:56Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldrmopu57k23,bafyreiemyn5qlpy7kot2bsr5jyd4jqb7v3vyljss7wewgbri3imko4gmjm,jeanyip3.bsky.social,Jean Yip,"🌟 This morning I attended a Media Roundtable on the Fall Economic Statement with my colleagues Ministers Mary Ng, Ya’ara Saks,  PS Paul Chiang, MP Leah Taylor Roy and Francesco Sorbara

📣 Key highlights from Minister Mary Ng‘s speech can be found on my Instagram @jeanyip3",,,,0,0,0,2024-12-21T00:15:37Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldncjy47bs2r,bafyreiaphrqx4otsegkqbgwbn3m2wvfouie7p6udivwxuwpdz7bwjnysce,jeanyip3.bsky.social,Jean Yip,"Goodbye Ottawa!  Goodbye to delayed flights! 🛫🛬Hello to my second son as we met at the Ottawa airport and go home!  He came from -40 with wind chill in Iqaluit to now a balmy 0 in Toronto at Pearson airport.  This is what one wears walking in -40 degree weather to work. 
#MPLife",,,,1,0,4,2024-12-19T07:03:22Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldmf6q75bs2v,bafyreihe7osu3kzq4lgyste6obnptuoofbr2nrbvzxlu6hw7vfepk3umom,jeanyip3.bsky.social,Jean Yip,"The Terry Fox Awards Program supports young Canadians who want to change the world 🌍✨.

Over 1,041 students and alumni of the program have been awarded university scholarships 🎓📚. For more information: terryfoxawards.ca 🌟

Pleased to chat with the  
CEO about the continuation of the program🤝💬.",,,,0,1,1,2024-12-18T22:18:04Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldkc45pols2i,bafyreidvehsz2ghauhior67l3ypzw5l25pivimv6fys2llyn2nlemwn5py,jeanyip3.bsky.social,Jean Yip,"📢Yesterday, we released the 2024 Fall Economic Statement.

Swipe through our photos to see the highlights.

[1/2]",,,,1,0,0,2024-12-18T02:17:38Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldk44a6vp22i,bafyreidvqmfcmhjwpz5vqfaggjzihhapx7orfmx7lsveqr62fzbe3vja4q,jeanyip3.bsky.social,Jean Yip,"🎉 Before the House rose, I delivered my Christmas on the Hill and holiday message to all. 🎄

#ScarboroughAgincourt
#HappyHolidays #MerryChristmas #HappyHanukkah #HappyKwanzaa",,,,0,0,0,2024-12-18T00:30:15Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldjw5w76dc2i,bafyreicg5l2soieujizd6hu7fnoz7p5erj2ftcmq6n7wlhpdplr3ufgply,jeanyip3.bsky.social,Jean Yip,"Great to see so many cheerful people so early this morning at the second 
annual Chinese Caucus Breakfast!

The bubble tea was a crowd favourite.  

It is nice to celebrate with familiar faces on the hill during the holidays and thank them for their hard work over this year.🎄",,,,0,0,1,2024-12-17T22:43:51Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldfsswbbg22s,bafyreiah6xmzfgdfcebmfddq5tasbu3fnls3cnqgdonhuczeff2udzuisi,jeanyip3.bsky.social,Jean Yip,"Yup, no matter the weather, my team and I are knocking on doors for @SAFedLiberals .  Don’t feel like going outside?  Come make calls,  email SAFederalLiberals@gmail.com.  Enjoyed speaking to residents on  #RedistributionChanges
#GSTTaxBreak @liberal_party @LPC_O",,,,0,0,0,2024-12-16T07:33:22Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldcw7jqhb22u,bafyreibzj2ulm6fojj76nsymvkztbtwmsizduzlb3ikzfo2n2psdfuisge,jeanyip3.bsky.social,Jean Yip,"What a great year-end Coffee Chat! ☕✨

We talked about the #Scarborough RT corridor (renovation of the LRT) 🚉, and transferring it into a park and central transit hub.  I ❤️the suggested name:“Scarborough Skyway” 🌉.

Also discussed was the GST Tax break starting today 💸",,,,0,0,0,2024-12-15T03:56:06Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldcjrwz5zc2u,bafyreiebwwvpnrktl54tjyjutm6dmov5xcoaxmftbg63w4vx75r5vabsnu,jeanyip3.bsky.social,Jean Yip,"The GST Tax Break has arrived!

Starting today and until February 15th, 2025, the federal government has paused GST/HST on eligible goods across the country.

In Ontario, you could save up to $260 on $2,000 of eligible goods!🙌

#TaxBreak #GST",,,,0,1,2,2024-12-15T00:13:45Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldbyusyhl22u,bafyreihbceirfy6om3nnlij665e4oyzokga4xcdfvs34cdkpfxl3ioxgvy,jeanyip3.bsky.social,Jean Yip,"Fragrant Food Products House of Dim Sum 🍜🥢 is serving up traditional eats inside the second floor food court of Splendid China Mall 🏬.

I ordered the plum with ribs and cabbage rice meal 🍖🍚 with water $10. The riblets were tender with the rich plum sauce.  Perfect for food on the run.🏃🏻‍♀️",,,,0,0,2,2024-12-14T19:11:09Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldbysf5xbs2u,bafyreigzezd42qjhw5mqejmna2lshn7mhgz3oqvu7skuigcspb4da2qhda,jeanyip3.bsky.social,Jean Yip,"🛋️✨ Selacy Furniture, is a remarkable family owned business that has been serving our community since 1997.

📍 Located at 3420 Pharmacy Ave and open 10am-7pm Mon-Sat and 10am-6pm Sun.",,,,0,0,1,2024-12-14T19:09:50Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldbxt44c522c,bafyreih6viggytbrg4jpujlnhrrggaht4djay3c5epbatn3whommhym4cq,jeanyip3.bsky.social,Jean Yip,It’s that time of year where I get my tires changed for the winter and afterwards I stop by the #ScarboroughBluffs.  It is so peaceful in the early evening.,,,,0,0,2,2024-12-14T18:52:21Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ldajarlfkc2u,bafyreihu2acecvdwxmabugczfwwhcnbxy255ldtoayqqopaxnuu6egboca,jeanyip3.bsky.social,Jean Yip,"🎄✨ Christmas on the Hill! ✨🎄

We opened the Christmas celebration with the voices of the ANFGC Ottawa choir 🎶, land acknowledgement, heartfelt prayers🙏.
PM Justin Trudeau gave Christmas greetings and also said:
“No religion tells us to tolerate our neighbours. They say to love our neighbours.” 🌟🤝",,,,1,0,1,2024-12-14T04:58:54Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ld4ozlrppc2w,bafyreicmcny5m6gmafh2kndaktdhres4xvyrhoherjcjkkb2kgidtdnfpq,jeanyip3.bsky.social,Jean Yip,"The Bank of Canada has reduced its key interest rate to 3.25% 📉, marking the fifth consecutive rate cut and the second reduction by 50 basis points.

Our plan has created the economic conditions for interest rates to come down. We are on the right path.",,,,0,1,2,2024-12-12T16:31:32Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3ld2gdlgcck2m,bafyreif6wouo5vw5lgx5ukiz5sud5kptfi3zxwkdfl4f4d5xmuowb3lwt4,jeanyip3.bsky.social,Jean Yip,"Join us for a Virtual Coffee Chat this Saturday, December 14th, from 10:00 AM to 11:30 AM! ☕📅

✅ To join, visit: bit.ly/MPYipDecemberCoffeeChat

Let’s chat, stay informed, and discuss issues that are important to you.",,,,0,0,0,2024-12-11T18:50:44Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcyj6ou7d22m,bafyreihoxdo2iispb7a7mfaokbuyrl7uwcyxhjdfqsiivag2vpg6osr7ei,jeanyip3.bsky.social,Jean Yip,"The federal government has extended the list of prohibited assault-style firearms by 324 unique makes and models.

For more information: www.bit.ly/ProhibitedFirearms",,,,0,0,3,2024-12-11T00:36:20Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcy64kqkec2a,bafyreicyhnxe3oiffig64x2d32yibs67aanldo4vrspurozwpffaptvixm,jeanyip3.bsky.social,Jean Yip,"Great chat with Mooc Creative Lab on the Canada Digital Adoption Program and Canada Summer Jobs.

Mooc Creative Lab is a marketing company in #ScarboroughAgincourt which specializes in:
🎨 Branding & design
📢 Digital & print advertising
📱 Social media promotion",,,,0,0,0,2024-12-10T21:18:25Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcxgvfph2s2a,bafyreife75z7b4bzvx3lysbtl2l4z6x4phmwlwa7sjbelcskoczczc7siq,jeanyip3.bsky.social,Jean Yip,"✨ The federal government’s GST tax break to all Canadians starts Dec 14 until Feb 15, 2025. 

I asked the Minister of Small Business @rechievaldez.bsky.social about this measure and how we’re making life better and safer for Canadians and businesses.

#GSTHoliday 🏷️ #SmallBusiness 💼",,,,0,2,2,2024-12-10T14:22:42Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcv7up45322l,bafyreiahuwaso6fh6c42aoqpekmqfmasuqilnbrrrbf4omn37bymgxwd24,jeanyip3.bsky.social,Jean Yip,"🌟 Join the next Day of Action in #ScarboroughAgincourt! 🗳️

Let’s come together to connect with neighbors 🚪, spark meaningful conversations 💬, and share updates from the Scarborough–Agincourt Federal Liberals Association.

#FederalLiberals #CommunityAction",,,,0,2,2,2024-12-09T17:11:44Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcudbwghfc2q,bafyreib43pch7mzeldwn7gcvgpoh5llj2sxdtirmds34i5rmo7bmqkvq44,jeanyip3.bsky.social,Jean Yip,"Some snow, some warm smiles on the Saturday knocking on doors #DayofAction . While others @SAFedLiberals made phone calls.  To join us either knocking on doors or making phone calls,  contact us at safederalliberals@gmail.com
@liberalparty @LPC_O",,,,0,2,6,2024-12-09T08:40:10Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lctxidlkc22l,bafyreibb47vyjtiumniz6itbiec2b6ji7zzmdlnya7hitzis2pu2igi3ti,jeanyip3.bsky.social,Jean Yip,"🍴 I was so thrilled to do a food tour in #ScarboroughAgincourt with Eat More Scarborough, a food destination tour company from #ScarboroughAgincourt! ✨",,,,1,0,0,2024-12-09T05:09:14Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcm4ukdqv22e,bafyreidgsvmv5lgyaclpy5qcebahphcj3z6kjgaurxsuhb23mnk6bldlsi,jeanyip3.bsky.social,Jean Yip,"🎉Celebrating our Paris 2024 Canadian Olympic & Paralympic athletes on the Hill! 🇨🇦

Our government has invested $80 million in the Community Sport for All Program and we are the first and only government to increase the athlete assistance program two times.",,,,0,1,7,2024-12-06T02:24:02Z,NA,NA,NA,,,,,,FALSE
at://did:plc:oiagixr2jl2n5mnm5kku5vb5/app.bsky.feed.post/3lcm4tdyjfk2e,bafyreie2sucf6dpmu2k6tjyxpmuezeyt36g7tf47w6qvqgjobuejzivory,jeanyip3.bsky.social,Jean Yip,"🍴Eat More Scarborough and Scarborough Arts launch Destination Scarborough!

🎥  Congratulations to Howard for his film screening of “Destination Scarborough” showcasing 188 km of Scarborough’s diverse, high-quality, and affordable food (plus free parking! 🅿️)",,,,0,0,1,2024-12-06T02:23:21Z,NA,NA,NA,,,,,,FALSE
